name,semrush_profile,twitter,linkedin,facebook,instagram,website,job_title,summary,rank_name,alltime_rank_posts,alltime_rank_comments
Jen Saunders,https://www.semrush.com/user/146712481/,https://twitter.com/@Jen_SaundersSEO/,https://www.linkedin.com/in/jen-saunders-6a054556/,,,,Director of SEO at WEBITMD,"Jen Saunders is the Director of SEO for webitmd.com a digital marketing agency in New York City and Los Angeles. With more than 15 years of industry experience Jen has engaged in various SEO experiments publishing and presenting her findings through journals and public speaking events. Her current passion revolves around RankBrain, mobile search language enriched content, and consumer behaviour. When she isn’t deep in the throws of machine learning, Jen enjoys scuba diving, sampling craft beer, and pursuing the art of meditation.",Expert,172,0
Nick Sawinyh,https://www.semrush.com/user/145933201/,https://twitter.com/sawinyh/,https://www.linkedin.com/in/nikita-sawinyh-60394718/,https://www.facebook.com/sawinyh/,,,Product Manager at Seomator,"Proud father, husband, and corgi-owner. I've been working in SEO Industry for more than ten years now.",Expert,173,0
Jessica Malnik,https://www.semrush.com/user/163375361/,https://twitter.com/jessicamalnik/,https://www.linkedin.com/in/jessicamalnik/,,,https://www.jessicamalnik.com,Founder and Chief Content Strategist at JM Content Group,"Jessica Malnik is a content strategist and copywriter for SaaS and productized service businesses. Her writing has appeared on The Next Web, Social Media Examiner, CMX, Help Scout, and Convince & Convert among many other places.",Expert,174,0
Martin Benes,https://www.semrush.com/user/147656321/,https://twitter.com/imbenes/,https://www.linkedin.com/in/benesmartin/,,,https://www.benes.me/,SEO Specialist at Betsson Group,"Martin Benes is a SEO professional based in Malta, on one of the most beautiful islands of the Mediterranean sea. He writes and publishes on several SEO related websites and enjoys reading anything connected to digital marketing. He has just started on Twitter as @imbenes and you can get in touch with him on www.benes.me.",Expert,175,4460
Ben Brown,https://www.semrush.com/user/147111569/,https://twitter.com/b2bmetric/,,,,,Founder at b2bMetric,"Ben is a B2B marketer, PPC fanatic and burrito enthusiast - but most importantly he likes to help small businesses succeed online. Check out www.b2bmetric.com for the latest B2B strategies and guides.",Expert,176,0
Erik Huberman,https://www.semrush.com/user/147711633/,https://twitter.com/ErikHuberman/,https://www.linkedin.com/in/erikhuberman/,,,https://www.erikhuberman.com/,CEO at Hawke Media,"Erik Huberman, one of Forbes’ 30 Under 30, is founder and CEO of Hawke Media, one of the “Top 50 Startups in LA” and one of the “Top 10 Happy Places to Work.” Hawke Media is a leading outsourced digital CMO agency for companies including Evite, Bally Total Fitness, Verizon Wireless, Eddie Bauer, Red Bull, and many other large and small brands. Erik and his team provide a full sales, marketing, and e-commerce team without the overhead. As a serial entrepreneur and a brand and marketing consultant for eight years, Erik previously founded, grew and sold Swag of the Month and grew Ellie.com’s sales to $1 million in four months. Erik is also available to be a keynote speaker.",Expert,177,0
Ben Wood,https://www.semrush.com/user/163191553/,https://twitter.com/iambenwood/,https://www.linkedin.com/in/woodben/,,,https://www.hallaminternet.com/,Digital Director at Hallam,"Digital Director at Hallam, a UK based full service agency managing clients including Esso, Jagermeister and The United Nations. Regular contributor to sites such as Search Engine Lane, Search Engine Journal and Econsultancy.",Pro,179,0
Goran Mirkovic,https://www.semrush.com/user/148512817/,https://twitter.com/ClemmRusty/,https://www.linkedin.com/in/goranmirkovic/,https://www.facebook.com/mirkovic.goran/,,,Digital Marketing Specialist at Four Dots,"Experienced content marketing professional, ghostwriter, and copywriter, published on popular marketing and business websites, like SEMRush, Huffington Post, Ninja Outreach, AltusHost, etc. Frequently collaborating with such brands as Telenor, HBO Adria, and Dating Factory. Currently working for a New York-based SEO agency Four Dots as a Digital Marketing Specialist. I run a well-known movie blog, with over 900 published articles on it. In addition, I frequently speak at local startup/marketing events.",Expert,180,170
Johnathan Dane,https://www.semrush.com/user/145672161/,https://twitter.com/JohnathanDane/,,,,,,"Johnathan Dane is the founder of KlientBoost, a no-nonsense, creative kick-ass AdWords and landing page agency that hustles for results and ROI. If you thought this article was good, you should see what he’s writing on their company blog.",Expert,181,0
Don Purdum,https://www.semrush.com/user/145669537/,https://twitter.com/donpurdum/,,,,,,"Don Purdum is the Owner and Founder of Unveil the Web. He has worked as a non-profit fundraiser raising millions of dollars and he has been an entrepreneur since 2004 where he owned a web design, web development and Internet marketing firm. He is a sought after strategic marketing coach and consultant, blogger and speaker.",Pro,182,13
Pradeep Chopra,https://www.semrush.com/user/148432129/,https://twitter.com/PradeepChopra/,https://www.linkedin.com/in/PradeepChopra/,https://www.facebook.com/PradeepChopra/,,https://www.digitalvidya.com,CEO at Digital Vidya,"I have been part of the Internet Industry since 2000. I have been a serial entrepreneur for last 17 years and is currently a Co-founder & CEO of Digital Vidya, a leading Digital Marketing training, and Data Analytics training company.
A graduate of IIT Delhi and a recipient of Adobe Content100, I am an international speaker and author on Digital Marketing and Entrepreneurship. I've written for Wall Street Journal, Economic Times, YourStory, CFOConnect.",Expert,183,328
Lizzie Davey,https://www.semrush.com/user/147934625/,https://twitter.com/WanderfulWorld1/,https://www.linkedin.com/in/lizzie-davey-4a85b575/,,,http://lizziedavey.com,SaaS Writer and Content Consultant at LizzieDavey.com,"I create data-driven longform content for SaaS companies, app startups, and digital marketing brands.",Expert,184,0
Bill Slawski,https://www.semrush.com/user/147221905/,https://twitter.com/bill_slawski/,https://www.linkedin.com/in/slawski/,https://www.facebook.com/bill.slawski/,,https://www.seobythesea.com,Director of SEO Research at Go Fish Digital,"I have been promoting websites since 1996, and started doing SEO shortly after I first came across Altavsita.digital.com. I have a jurisdoctor degree, and an undergraduate English degree. I was a Moderator/Administrator at Cre8asiteforums for 8 years, which covered SEO, Web Design, and Usability, among other topics. I read Search related patents and whitepapers, and write about them on SEO by the Sea and the Go Fish Digital Blog. I speak at a few industry events every year",Master,185,27
Ryan Johnson,https://www.semrush.com/user/145668561/,https://twitter.com/rsj8000/,,,,,,"Ryan Johnson is an award-winning web content producer, online and traditional marketing strategist and writer. He is based in Chicago and is the SEO Manager at Imagination. Follow Ryan online or on Twitter. His last article for SEMrush was “Before Chapter 11, RadioShack Struggled with SEO.""",Expert,186,159
Luke Davis,https://www.semrush.com/user/147747585/,https://twitter.com/LukeDavisSEO/,,,,https://lukealexdavis.co.uk/,SEO Executive at Adzooma,"I'm an SEO Executive for Adzooma, founder of Pandog Media, lover of Pokémon, the Web, Python, hippos, and The Simpsons.",Expert,187,0
Austin Sandefur,https://www.semrush.com/user/175548945/,https://twitter.com/AMSandefur/,https://www.linkedin.com/in/austin-sandefur-ba3715105/,,,http://frac.tl,SEO & Growth Manager at Fractl,"Ranging from consumer behavior analysis to SEO and SEM, Austin wields a wide array of digital marketing skills. SEO has been his passion for some time, having worked in-house for a national brand — and now, as a core member of the Fractl SEO team. Austin is an alumnus of the University of Southern California with over 6 years of digital marketing experience.",Expert,188,0
Aleyda Solis,https://www.semrush.com/user/145740849/,https://twitter.com/aleyda/,,,,,,"Aleyda Solis is an International SEO Consultant, service that she provides with her boutique consultancy, Orainti; a blogger (Search Engine Land, State of Digital and Moz), speaker (with more than 100 conferences in 20 countries in English and Spanish) & author (of ""SEO, Las Claves Esenciales"").

Awarded as the European Search Personality of the Year in 2018, included in Forbes top 10 online marketing experts to follow in 2015, Aleyda has also been interviewed in publications such as The Huffington Post.

From helping world renowned brands like Eastpak or Under Armour to startups like The Hungry House and Zillow, working in competitive SEO industries, to multilingual environments or Web migrations: Aleyda has not only developed a deep SEO know-how, but also diverse experience that she uses to help succeed her clients in challenging scenarios.",Master,189,950
Hernan Vazquez,https://www.semrush.com/user/145997201/,,,,,,,"Hernan Vazquez is an entrepreneur, SEO and digital marketing expert who focus on bringing results to clients and students by researching and applying the latest marketing and sales funnels techniques that work. He's the co-host of Humpday Hangouts, a live and open SEO Live Q&A, which takes place every Wednesday at 4 PM EST. He's also big into helping other fellow marketers and entrepreneurs through his YouTube channel, where he uploads techniques to increase revenue, get more customers and grow subscribers and fan bases.",Expert,190,0
